state,date,division,index
Putrajaya,2020-01-01,overall,121.5
Putrajaya,2020-02-01,overall,121.5
Putrajaya,2020-03-01,overall,120.5
Putrajaya,2020-04-01,overall,117.8
Putrajaya,2020-05-01,overall,116.3
Putrajaya,2020-06-01,overall,117.5
Putrajaya,2020-07-01,overall,120.5
Putrajaya,2020-08-01,overall,120.8
Putrajaya,2020-09-01,overall,120.8
Putrajaya,2020-10-01,overall,121.1
Putrajaya,2020-11-01,overall,120.7
Putrajaya,2020-12-01,overall,121.5
Putrajaya,2021-01-01,overall,122.8
Putrajaya,2021-02-01,overall,124.4
Putrajaya,2021-03-01,overall,124.6
Putrajaya,2021-04-01,overall,124.5
Putrajaya,2021-05-01,overall,124.5
Putrajaya,2021-06-01,overall,124.5
Putrajaya,2021-07-01,overall,124.3
Putrajaya,2021-08-01,overall,124.3
Putrajaya,2021-09-01,overall,125.1
Putrajaya,2021-10-01,overall,125.6
Putrajaya,2021-11-01,overall,125.8
Putrajaya,2021-12-01,overall,126.4
Putrajaya,2022-01-01,overall,128.2
Putrajaya,2022-02-01,overall,131.7
Putrajaya,2022-03-01,overall,132.1
Putrajaya,2022-04-01,overall,132.7
Putrajaya,2022-05-01,overall,133.9
Putrajaya,2022-06-01,overall,134.6
Putrajaya,2022-07-01,overall,135.2
Putrajaya,2022-08-01,overall,134.9
Putrajaya,2022-09-01,overall,135.2
Putrajaya,2022-10-01,overall,135.2
Putrajaya,2022-11-01,overall,135.8
Putrajaya,2022-12-01,overall,136.4
Putrajaya,2023-01-01,overall,135.8
Putrajaya,2023-02-01,overall,137.9
Putrajaya,2023-03-01,overall,138
Putrajaya,2023-04-01,overall,138.1
Putrajaya,2023-05-01,overall,138.1
Putrajaya,2023-06-01,overall,138.4
Putrajaya,2023-07-01,overall,138.7
Putrajaya,2023-08-01,overall,138.6
Putrajaya,2023-09-01,overall,138.7
Putrajaya,2023-10-01,overall,138.9
Putrajaya,2023-11-01,overall,138.9
Putrajaya,2023-12-01,overall,139.2
Putrajaya,2024-01-01,overall,139.5
Putrajaya,2024-02-01,overall,140.1
Putrajaya,2024-03-01,overall,140
Putrajaya,2024-04-01,overall,140.3
Putrajaya,2024-05-01,overall,140.3
Putrajaya,2024-06-01,overall,140.4
Putrajaya,2024-07-01,overall,140.3
Putrajaya,2024-08-01,overall,140.4
Johor,2016-08-01,01,129.6
Johor,2016-09-01,01,129.1
Johor,2016-10-01,01,128.3
Johor,2016-11-01,01,129.3
Johor,2016-12-01,01,130.5
Johor,2017-01-01,01,132.1
Johor,2017-02-01,01,133.2
Johor,2017-03-01,01,132.4
Johor,2017-04-01,01,132.8
Johor,2017-05-01,01,133.3
Johor,2017-06-01,01,134.5
Johor,2017-07-01,01,134.9
Johor,2017-08-01,01,135.5
Johor,2017-09-01,01,135.3
Johor,2017-10-01,01,134.9
Johor,2017-11-01,01,135.4
Johor,2017-12-01,01,136.4
Johor,2018-01-01,01,137.4
Johor,2018-02-01,01,138
Johor,2018-03-01,01,136.9
Johor,2018-04-01,01,136.2
Johor,2018-05-01,01,136.4
Johor,2018-06-01,01,135.3
Johor,2018-07-01,01,135.8
Johor,2018-08-01,01,136
Johor,2018-09-01,01,135.8
Johor,2018-10-01,01,136.2
Johor,2018-11-01,01,136.7
Johor,2018-12-01,01,137
Johor,2019-01-01,01,138.9
Johor,2019-02-01,01,139.1
Johor,2019-03-01,01,138.1
Johor,2019-04-01,01,137.8
Johor,2019-05-01,01,138.8
Johor,2019-06-01,01,138.9
Johor,2019-07-01,01,139.5
Johor,2019-08-01,01,139.3
Johor,2019-09-01,01,139.3
Johor,2019-10-01,01,139.6
Johor,2019-11-01,01,139.2
Johor,2019-12-01,01,140.4
Johor,2020-01-01,01,140.7
Johor,2020-02-01,01,140.9
Johor,2020-03-01,01,140.6
Johor,2020-04-01,01,140.2
Johor,2020-05-01,01,140.6
Johor,2020-06-01,01,141.7
Johor,2020-07-01,01,141.7
Johor,2020-08-01,01,141.6
Johor,2020-09-01,01,141.4
Johor,2020-10-01,01,141.5
Johor,2020-11-01,01,141.6
Johor,2020-12-01,01,141.8
Johor,2021-01-01,01,142.3
Johor,2021-02-01,01,142.6
Johor,2021-03-01,01,142.6
Johor,2021-04-01,01,143.2
Johor,2021-05-01,01,142.8
Johor,2021-06-01,01,143.3
Johor,2021-07-01,01,143.2
Johor,2021-08-01,01,143.2
Johor,2021-09-01,01,144.5
Johor,2021-10-01,01,144.6
Johor,2021-11-01,01,145.6
Johor,2021-12-01,01,147.1
Johor,2022-01-01,01,148
Johor,2022-02-01,01,147.9
Johor,2022-03-01,01,148.6
Johor,2022-04-01,01,149.2
Johor,2022-05-01,01,151.3
Johor,2022-06-01,01,153.7
Johor,2022-07-01,01,154.2
Johor,2022-08-01,01,154.4
Johor,2022-09-01,01,154.8
Johor,2022-10-01,01,155.1
Johor,2022-11-01,01,156.6
Johor,2022-12-01,01,157.2
Johor,2023-01-01,01,158
Johor,2023-02-01,01,159
Johor,2023-03-01,01,158.9
Johor,2023-04-01,01,158.3
Johor,2023-05-01,01,159
Johor,2023-06-01,01,159
Johor,2023-07-01,01,159.5
Johor,2023-08-01,01,159.6
Johor,2023-09-01,01,159.7
Johor,2023-10-01,01,159.7
Johor,2023-11-01,01,159.2
Johor,2023-12-01,01,160.1
Johor,2024-01-01,01,160.9
Johor,2024-02-01,01,161
Johor,2024-03-01,01,160.7
Johor,2024-04-01,01,160.3
Johor,2024-05-01,01,161
Johor,2024-06-01,01,161.8
Johor,2024-07-01,01,161.5
Johor,2024-08-01,01,161.7
Kedah,2016-08-01,01,122.7
Kedah,2016-09-01,01,122.2
Kedah,2016-10-01,01,121.9
Kedah,2016-11-01,01,122.4
Kedah,2016-12-01,01,123.7
Kedah,2017-01-01,01,125.4
Kedah,2017-02-01,01,126.5
Kedah,2017-03-01,01,126
Kedah,2017-04-01,01,125.8
Kedah,2017-05-01,01,126.3
Kedah,2017-06-01,01,127
Kedah,2017-07-01,01,127.1
Kedah,2017-08-01,01,127.8
Kedah,2017-09-01,01,127.8
Kedah,2017-10-01,01,127.3
Kedah,2017-11-01,01,127.7
Kedah,2017-12-01,01,128.2
Kedah,2018-01-01,01,120.3
Kedah,2018-02-01,01,120.4
Kedah,2018-03-01,01,119.7
Kedah,2018-04-01,01,127.9
Kedah,2018-05-01,01,127.6
Kedah,2018-06-01,01,126.9
Kedah,2018-07-01,01,126.8
Kedah,2018-08-01,01,127.1
Kedah,2018-09-01,01,126.8
Kedah,2018-10-01,01,127.4
Kedah,2018-11-01,01,126.9
Kedah,2018-12-01,01,127.6
Kedah,2019-01-01,01,128.7
Kedah,2019-02-01,01,128.9
Kedah,2019-03-01,01,128.6
Kedah,2019-04-01,01,128.1
Kedah,2019-05-01,01,128.3
Kedah,2019-06-01,01,128.5
Kedah,2019-07-01,01,128.6
Kedah,2019-08-01,01,129.3
Kedah,2019-09-01,01,129.1
Kedah,2019-10-01,01,129.1
Kedah,2019-11-01,01,129
Kedah,2019-12-01,01,129.2
Kedah,2020-01-01,01,129.3
Kedah,2020-02-01,01,129.3
Kedah,2020-03-01,01,129.3
Kedah,2020-04-01,01,128.7
Kedah,2020-05-01,01,129.5
Kedah,2020-06-01,01,130.1
Kedah,2020-07-01,01,130.1
Kedah,2020-08-01,01,130
Kedah,2020-09-01,01,129.8
Kedah,2020-10-01,01,129.8
Kedah,2020-11-01,01,129.8
Kedah,2020-12-01,01,130.1
Kedah,2021-01-01,01,130.3
Kedah,2021-02-01,01,130.3
Kedah,2021-03-01,01,130.3
Kedah,2021-04-01,01,130.9
Kedah,2021-05-01,01,130.9
Kedah,2021-06-01,01,130.9
Kedah,2021-07-01,01,130.9
Kedah,2021-08-01,01,131.1
Kedah,2021-09-01,01,131.5
Kedah,2021-10-01,01,131.7
Kedah,2021-11-01,01,132.5
Kedah,2021-12-01,01,133.9
Kedah,2022-01-01,01,134.2
Kedah,2022-02-01,01,134.4
Kedah,2022-03-01,01,134.6
Kedah,2022-04-01,01,134.8
Kedah,2022-05-01,01,135.4
Kedah,2022-06-01,01,136.1
Kedah,2022-07-01,01,136.6
Kedah,2022-08-01,01,136.6
Kedah,2022-09-01,01,136.8
Kedah,2022-10-01,01,137.3
Kedah,2022-11-01,01,138
Kedah,2022-12-01,01,138.4
Kedah,2023-01-01,01,139.1
Kedah,2023-02-01,01,139.4
Kedah,2023-03-01,01,139.5
Kedah,2023-04-01,01,139.3
Kedah,2023-05-01,01,139.8
Kedah,2023-06-01,01,140.2
Kedah,2023-07-01,01,140.4
Kedah,2023-08-01,01,140.3
Kedah,2023-09-01,01,140.4
Kedah,2023-10-01,01,140.5
Kedah,2023-11-01,01,140.5
Kedah,2023-12-01,01,140.9
Kedah,2024-01-01,01,141.4
Kedah,2024-02-01,01,140.6
Kedah,2024-03-01,01,140.6
Kedah,2024-04-01,01,140.2
Kedah,2024-05-01,01,140.7
Kedah,2024-06-01,01,140.9
Kedah,2024-07-01,01,140.6
Kedah,2024-08-01,01,140.7
Kelantan,2016-08-01,01,124.85474262605
Kelantan,2016-09-01,01,124.547842815126
Kelantan,2016-10-01,01,123.316971239496
Kelantan,2016-11-01,01,124.508498256303
Kelantan,2016-12-01,01,125.386473592437
Kelantan,2017-01-01,01,126.949331155462
Kelantan,2017-02-01,01,127.496525294118
Kelantan,2017-03-01,01,126.791707878151
Kelantan,2017-04-01,01,126.166901785714
Kelantan,2017-05-01,01,127.301926197479
Kelantan,2017-06-01,01,128.373826764706
Kelantan,2017-07-01,01,128.742584369748
Kelantan,2017-08-01,01,129.349619810924
Kelantan,2017-09-01,01,128.695755819328
Kelantan,2017-10-01,01,128.368716617647
Kelantan,2017-11-01,01,128.616954390756
Kelantan,2017-12-01,01,129.652318172269
Kelantan,2018-01-01,01,130.431775077115
Kelantan,2018-02-01,01,130.351024797832
Kelantan,2018-03-01,01,129.524864451855
Kelantan,2018-04-01,01,128.90685665694
Kelantan,2018-05-01,01,129.301925343893
Kelantan,2018-06-01,01,128.934634839516
Kelantan,2018-07-01,01,129.07546665694
Kelantan,2018-08-01,01,129.00396676115
Kelantan,2018-09-01,01,128.618553939141
Kelantan,2018-10-01,01,128.463346452689
Kelantan,2018-11-01,01,129.158011867445
Kelantan,2018-12-01,01,130.244123668195
Kelantan,2019-01-01,01,131.5
Kelantan,2019-02-01,01,131
Kelantan,2019-03-01,01,129.6
Kelantan,2019-04-01,01,129.3
Kelantan,2019-05-01,01,130.8
Kelantan,2019-06-01,01,131.1
Kelantan,2019-07-01,01,130.9
Kelantan,2019-08-01,01,131.4
Kelantan,2019-09-01,01,130.5
Kelantan,2019-10-01,01,130.3
Kelantan,2019-11-01,01,130.1
Kelantan,2019-12-01,01,131.2
Kelantan,2020-01-01,01,131.4
Kelantan,2020-02-01,01,131.2
Kelantan,2020-03-01,01,131.1
Kelantan,2020-04-01,01,130.7
Kelantan,2020-05-01,01,131
Kelantan,2020-06-01,01,132.1
Kelantan,2020-07-01,01,132.4
Kelantan,2020-08-01,01,132.2
Kelantan,2020-09-01,01,132
Kelantan,2020-10-01,01,132
Kelantan,2020-11-01,01,132.1
Kelantan,2020-12-01,01,133.3
Kelantan,2021-01-01,01,133.8
Kelantan,2021-02-01,01,133.8
Kelantan,2021-03-01,01,133.4
Kelantan,2021-04-01,01,134.1
Kelantan,2021-05-01,01,134.4
Kelantan,2021-06-01,01,134.4
Kelantan,2021-07-01,01,134.1
Kelantan,2021-08-01,01,134.1
Kelantan,2021-09-01,01,134.8
Kelantan,2021-10-01,01,135.2
Kelantan,2021-11-01,01,135.7
Kelantan,2021-12-01,01,137.3
Kelantan,2022-01-01,01,137.7
Kelantan,2022-02-01,01,137.9
Kelantan,2022-03-01,01,138.4
Kelantan,2022-04-01,01,138.8
Kelantan,2022-05-01,01,140
Kelantan,2022-06-01,01,141.4
Kelantan,2022-07-01,01,141.5
Kelantan,2022-08-01,01,141.2
Kelantan,2022-09-01,01,141.8
Kelantan,2022-10-01,01,142.3
Kelantan,2022-11-01,01,143
Kelantan,2022-12-01,01,143.6
Kelantan,2023-01-01,01,144.2
Kelantan,2023-02-01,01,144.7
Kelantan,2023-03-01,01,145
Kelantan,2023-04-01,01,144.8
Kelantan,2023-05-01,01,145
Kelantan,2023-06-01,01,145.3
Kelantan,2023-07-01,01,145.6
Kelantan,2023-08-01,01,145.5
Kelantan,2023-09-01,01,145.4
Kelantan,2023-10-01,01,145.5
Kelantan,2023-11-01,01,144.8
Kelantan,2023-12-01,01,145.7
Kelantan,2024-01-01,01,146.1
Kelantan,2024-02-01,01,146.5
Kelantan,2024-03-01,01,146.2
Kelantan,2024-04-01,01,146.3
Kelantan,2024-05-01,01,146.4
Kelantan,2024-06-01,01,146.7
Kelantan,2024-07-01,01,146.2
Kelantan,2024-08-01,01,145.8
Melaka,2016-08-01,01,127.1
Melaka,2016-09-01,01,126.5
Melaka,2016-10-01,01,126.3
Melaka,2016-11-01,01,127.6
Melaka,2016-12-01,01,128.9
Melaka,2017-01-01,01,130
Melaka,2017-02-01,01,131.4
Melaka,2017-03-01,01,130.6
Melaka,2017-04-01,01,131.1
Melaka,2017-05-01,01,132
Melaka,2017-06-01,01,132.6
Melaka,2017-07-01,01,132.3
Melaka,2017-08-01,01,132.8
Melaka,2017-09-01,01,133.3
Melaka,2017-10-01,01,132.7
Melaka,2017-11-01,01,133.2
Melaka,2017-12-01,01,134.8
Melaka,2018-01-01,01,135.5
Melaka,2018-02-01,01,135.5
Melaka,2018-03-01,01,134.5
Melaka,2018-04-01,01,134.1
Melaka,2018-05-01,01,134.3
Melaka,2018-06-01,01,132.4
Melaka,2018-07-01,01,133
Melaka,2018-08-01,01,132.8
Melaka,2018-09-01,01,132.9
Melaka,2018-10-01,01,133.7
Melaka,2018-11-01,01,134.1
Melaka,2018-12-01,01,134.9
Melaka,2019-01-01,01,136.1
Melaka,2019-02-01,01,136.1
Melaka,2019-03-01,01,135.4
Melaka,2019-04-01,01,134.8
Melaka,2019-05-01,01,135.4
Melaka,2019-06-01,01,135.3
Melaka,2019-07-01,01,135.9
Melaka,2019-08-01,01,136.2
Melaka,2019-09-01,01,135.9
Melaka,2019-10-01,01,135.8
Melaka,2019-11-01,01,135.6
Melaka,2019-12-01,01,135.9
Melaka,2020-01-01,01,136.1
Melaka,2020-02-01,01,135.9
Melaka,2020-03-01,01,136
Melaka,2020-04-01,01,136.2
Melaka,2020-05-01,01,136.6
Melaka,2020-06-01,01,137.3
Melaka,2020-07-01,01,137
Melaka,2020-08-01,01,137.1
Melaka,2020-09-01,01,136.8
Melaka,2020-10-01,01,137
Melaka,2020-11-01,01,136.8
Melaka,2020-12-01,01,137.6
Melaka,2021-01-01,01,138
Melaka,2021-02-01,01,137.3
Melaka,2021-03-01,01,137.3
Melaka,2021-04-01,01,137.9
Melaka,2021-05-01,01,137.6
Melaka,2021-06-01,01,138
Melaka,2021-07-01,01,138
Melaka,2021-08-01,01,138.5
Melaka,2021-09-01,01,139.8
Melaka,2021-10-01,01,139.8
Melaka,2021-11-01,01,140.5
Melaka,2021-12-01,01,141
Melaka,2022-01-01,01,142
Melaka,2022-02-01,01,141.9
Melaka,2022-03-01,01,142.2
Melaka,2022-04-01,01,142.5
Melaka,2022-05-01,01,143.1
Melaka,2022-06-01,01,144.7
Melaka,2022-07-01,01,146.1
Melaka,2022-08-01,01,146.1
Melaka,2022-09-01,01,146.6
Melaka,2022-10-01,01,147.6
Melaka,2022-11-01,01,148.5
Melaka,2022-12-01,01,149.3
Melaka,2023-01-01,01,150.3
Melaka,2023-02-01,01,150.9
Melaka,2023-03-01,01,151
Melaka,2023-04-01,01,151
Melaka,2023-05-01,01,151.8
Melaka,2023-06-01,01,151.9
Melaka,2023-07-01,01,152.5
Melaka,2023-08-01,01,152.6
Melaka,2023-09-01,01,152.6
Melaka,2023-10-01,01,153
Melaka,2023-11-01,01,151.8
Melaka,2023-12-01,01,152.2
Melaka,2024-01-01,01,152.6
Melaka,2024-02-01,01,152.6
Melaka,2024-03-01,01,152.4
Melaka,2024-04-01,01,152.4
Melaka,2024-05-01,01,152.9
Melaka,2024-06-01,01,153.4
Melaka,2024-07-01,01,153.4
Melaka,2024-08-01,01,153.1
Negeri Sembilan,2016-08-01,01,125.1
Negeri Sembilan,2016-09-01,01,124.6
Negeri Sembilan,2016-10-01,01,124.3
Negeri Sembilan,2016-11-01,01,125.1
Negeri Sembilan,2016-12-01,01,126.1
Negeri Sembilan,2017-01-01,01,127
Negeri Sembilan,2017-02-01,01,128.2
Negeri Sembilan,2017-03-01,01,127.5
Negeri Sembilan,2017-04-01,01,127.4
Negeri Sembilan,2017-05-01,01,128.1
Negeri Sembilan,2017-06-01,01,128.6
Negeri Sembilan,2017-07-01,01,128.8
Negeri Sembilan,2017-08-01,01,129.3
Negeri Sembilan,2017-09-01,01,129.4
Negeri Sembilan,2017-10-01,01,128.8
Negeri Sembilan,2017-11-01,01,129.3
Negeri Sembilan,2017-12-01,01,130.5
Negeri Sembilan,2018-01-01,01,131.2
Negeri Sembilan,2018-02-01,01,131.6
Negeri Sembilan,2018-03-01,01,130.7
Negeri Sembilan,2018-04-01,01,130.4
Negeri Sembilan,2018-05-01,01,130.4
Negeri Sembilan,2018-06-01,01,129.1
Negeri Sembilan,2018-07-01,01,129.6
Negeri Sembilan,2018-08-01,01,129.8
Negeri Sembilan,2018-09-01,01,130.3
Negeri Sembilan,2018-10-01,01,130.8
Negeri Sembilan,2018-11-01,01,131.2
Negeri Sembilan,2018-12-01,01,131.5
Negeri Sembilan,2019-01-01,01,132.5
Negeri Sembilan,2019-02-01,01,132.7
Negeri Sembilan,2019-03-01,01,132.1
Negeri Sembilan,2019-04-01,01,132
Negeri Sembilan,2019-05-01,01,132.2
Negeri Sembilan,2019-06-01,01,132.1
Negeri Sembilan,2019-07-01,01,132.6
Negeri Sembilan,2019-08-01,01,132.9
Negeri Sembilan,2019-09-01,01,132.8
Negeri Sembilan,2019-10-01,01,132.7
Negeri Sembilan,2019-11-01,01,132.7
Negeri Sembilan,2019-12-01,01,132.8
Negeri Sembilan,2020-01-01,01,133.4
Negeri Sembilan,2020-02-01,01,133.6
Negeri Sembilan,2020-03-01,01,133.2
Negeri Sembilan,2020-04-01,01,133.4
Negeri Sembilan,2020-05-01,01,133.6
Negeri Sembilan,2020-06-01,01,134.3
Negeri Sembilan,2020-07-01,01,134.5
Negeri Sembilan,2020-08-01,01,134.7
Negeri Sembilan,2020-09-01,01,134.6
Negeri Sembilan,2020-10-01,01,134.8
Negeri Sembilan,2020-11-01,01,134
Negeri Sembilan,2020-12-01,01,135.1
Negeri Sembilan,2021-01-01,01,135.5
Negeri Sembilan,2021-02-01,01,135.2
Negeri Sembilan,2021-03-01,01,135.3
Negeri Sembilan,2021-04-01,01,135.4
Negeri Sembilan,2021-05-01,01,135.1
Negeri Sembilan,2021-06-01,01,135.4
Negeri Sembilan,2021-07-01,01,135.8
Negeri Sembilan,2021-08-01,01,136
Negeri Sembilan,2021-09-01,01,136.9
Negeri Sembilan,2021-10-01,01,137.4
Negeri Sembilan,2021-11-01,01,137.9
Negeri Sembilan,2021-12-01,01,138.8
Negeri Sembilan,2022-01-01,01,138.9
Negeri Sembilan,2022-02-01,01,139.3
Negeri Sembilan,2022-03-01,01,139.7
Negeri Sembilan,2022-04-01,01,140
Negeri Sembilan,2022-05-01,01,141.3
Negeri Sembilan,2022-06-01,01,142.9
Negeri Sembilan,2022-07-01,01,143.7
Negeri Sembilan,2022-08-01,01,144
Negeri Sembilan,2022-09-01,01,144.6
Negeri Sembilan,2022-10-01,01,145
Negeri Sembilan,2022-11-01,01,146.4
Negeri Sembilan,2022-12-01,01,147.2
Negeri Sembilan,2023-01-01,01,148
Negeri Sembilan,2023-02-01,01,148.8
Negeri Sembilan,2023-03-01,01,148.9
Negeri Sembilan,2023-04-01,01,148.5
Negeri Sembilan,2023-05-01,01,149.1
Negeri Sembilan,2023-06-01,01,149.2
Negeri Sembilan,2023-07-01,01,149.5
Negeri Sembilan,2023-08-01,01,149.8
Negeri Sembilan,2023-09-01,01,149.8
Negeri Sembilan,2023-10-01,01,149.9
Negeri Sembilan,2023-11-01,01,149.4
Negeri Sembilan,2023-12-01,01,149.7
Negeri Sembilan,2024-01-01,01,149.9
Negeri Sembilan,2024-02-01,01,149.7
Negeri Sembilan,2024-03-01,01,149.5
Negeri Sembilan,2024-04-01,01,149.5
Negeri Sembilan,2024-05-01,01,150
Negeri Sembilan,2024-06-01,01,150.6
Negeri Sembilan,2024-07-01,01,150.9
Negeri Sembilan,2024-08-01,01,151.4
Pahang,2016-08-01,01,126.4
Pahang,2016-09-01,01,125.9
Pahang,2016-10-01,01,125.2
Pahang,2016-11-01,01,126.5
Pahang,2016-12-01,01,127
Pahang,2017-01-01,01,127.2
Pahang,2017-02-01,01,128.6
Pahang,2017-03-01,01,127.9
Pahang,2017-04-01,01,127.9
Pahang,2017-05-01,01,128.7
Pahang,2017-06-01,01,128.9
Pahang,2017-07-01,01,129.3
Pahang,2017-08-01,01,129.7
Pahang,2017-09-01,01,129.3
Pahang,2017-10-01,01,129.3
Pahang,2017-11-01,01,129.4
Pahang,2017-12-01,01,130.8
Pahang,2018-01-01,01,131.4
Pahang,2018-02-01,01,131
Pahang,2018-03-01,01,130.4
Pahang,2018-04-01,01,130.2
Pahang,2018-05-01,01,130.6
Pahang,2018-06-01,01,129.3
Pahang,2018-07-01,01,129.9
Pahang,2018-08-01,01,129.8
Pahang,2018-09-01,01,129.3
Pahang,2018-10-01,01,130.4
Pahang,2018-11-01,01,130.3
Pahang,2018-12-01,01,131.4
Pahang,2019-01-01,01,132
Pahang,2019-02-01,01,132
Pahang,2019-03-01,01,131.2
Pahang,2019-04-01,01,130.8
Pahang,2019-05-01,01,131.4
Pahang,2019-06-01,01,130.9
Pahang,2019-07-01,01,131.7
Pahang,2019-08-01,01,132.1
Pahang,2019-09-01,01,131.7
Pahang,2019-10-01,01,131.4
Pahang,2019-11-01,01,131.3
Pahang,2019-12-01,01,132
Pahang,2020-01-01,01,132.2
Pahang,2020-02-01,01,132.6
Pahang,2020-03-01,01,132.4
Pahang,2020-04-01,01,132.2
Pahang,2020-05-01,01,132.7
Pahang,2020-06-01,01,134.1
Pahang,2020-07-01,01,134
Pahang,2020-08-01,01,133.9
Pahang,2020-09-01,01,133.6
Pahang,2020-10-01,01,133.8
Pahang,2020-11-01,01,133.1
Pahang,2020-12-01,01,135
Pahang,2021-01-01,01,135.4
Pahang,2021-02-01,01,134.7
Pahang,2021-03-01,01,134.9
Pahang,2021-04-01,01,136.2
Pahang,2021-05-01,01,135.2
Pahang,2021-06-01,01,135.8
Pahang,2021-07-01,01,135.8
Pahang,2021-08-01,01,135.7
Pahang,2021-09-01,01,137.2
Pahang,2021-10-01,01,137.2
Pahang,2021-11-01,01,137.7
Pahang,2021-12-01,01,139.3
Pahang,2022-01-01,01,139.3
Pahang,2022-02-01,01,139.1
Pahang,2022-03-01,01,139.8
Pahang,2022-04-01,01,140
Pahang,2022-05-01,01,141.1
Pahang,2022-06-01,01,142.7
Pahang,2022-07-01,01,143.8
Pahang,2022-08-01,01,144.5
Pahang,2022-09-01,01,145.1
Pahang,2022-10-01,01,145.7
Pahang,2022-11-01,01,147.1
Pahang,2022-12-01,01,147.7
Pahang,2023-01-01,01,148.5
Pahang,2023-02-01,01,149.4
Pahang,2023-03-01,01,149.5
Pahang,2023-04-01,01,149
Pahang,2023-05-01,01,149.6
Pahang,2023-06-01,01,150.4
Pahang,2023-07-01,01,150.7
Pahang,2023-08-01,01,150.4
Pahang,2023-09-01,01,150.2
Pahang,2023-10-01,01,150.4
Pahang,2023-11-01,01,150.4
Pahang,2023-12-01,01,151.2
Pahang,2024-01-01,01,153
Pahang,2024-02-01,01,152.5
Pahang,2024-03-01,01,151.6
Pahang,2024-04-01,01,151.6
Pahang,2024-05-01,01,152.3
Pahang,2024-06-01,01,153.1
Pahang,2024-07-01,01,153.1
Pahang,2024-08-01,01,153.3
Perak,2016-08-01,01,119.6
Perak,2016-09-01,01,119.3
Perak,2016-10-01,01,119
Perak,2016-11-01,01,119.9
Perak,2016-12-01,01,120.5
Perak,2017-01-01,01,121.2
Perak,2017-02-01,01,122.3
Perak,2017-03-01,01,121.9
Perak,2017-04-01,01,121.8
Perak,2017-05-01,01,122.2
Perak,2017-06-01,01,122.6
Perak,2017-07-01,01,123.2
Perak,2017-08-01,01,123.8
Perak,2017-09-01,01,123.9
Perak,2017-10-01,01,123.7
Perak,2017-11-01,01,124.1
Perak,2017-12-01,01,124.9
Perak,2018-01-01,01,125.4
Perak,2018-02-01,01,125.6
Perak,2018-03-01,01,124.9
Perak,2018-04-01,01,124.5
Perak,2018-05-01,01,124.5
Perak,2018-06-01,01,123.1
Perak,2018-07-01,01,123.5
Perak,2018-08-01,01,123.5
Perak,2018-09-01,01,123.7
Perak,2018-10-01,01,124.1
Perak,2018-11-01,01,124.2
Perak,2018-12-01,01,124.7
Perak,2019-01-01,01,126
Perak,2019-02-01,01,126.4
Perak,2019-03-01,01,125.9
Perak,2019-04-01,01,125.5
Perak,2019-05-01,01,125.8
Perak,2019-06-01,01,125.8
Perak,2019-07-01,01,126.4
Perak,2019-08-01,01,126.8
Perak,2019-09-01,01,126.5
Perak,2019-10-01,01,126.3
Perak,2019-11-01,01,126.4
Perak,2019-12-01,01,126.7
Perak,2020-01-01,01,127.3
Perak,2020-02-01,01,127.5
Perak,2020-03-01,01,127.2
Perak,2020-04-01,01,127.8
Perak,2020-05-01,01,128.1
Perak,2020-06-01,01,128.6
Perak,2020-07-01,01,128.5
Perak,2020-08-01,01,128.6
Perak,2020-09-01,01,128.4
Perak,2020-10-01,01,128.5
Perak,2020-11-01,01,128.2
Perak,2020-12-01,01,129.2
Perak,2021-01-01,01,129.4
Perak,2021-02-01,01,129.4
Perak,2021-03-01,01,129.3
Perak,2021-04-01,01,129.6
Perak,2021-05-01,01,129.4
Perak,2021-06-01,01,129.9
Perak,2021-07-01,01,130.2
Perak,2021-08-01,01,130.2
Perak,2021-09-01,01,131.5
Perak,2021-10-01,01,131.6
Perak,2021-11-01,01,132.1
Perak,2021-12-01,01,133.4
Perak,2022-01-01,01,134
Perak,2022-02-01,01,134
Perak,2022-03-01,01,134.6
Perak,2022-04-01,01,135
Perak,2022-05-01,01,136.1
Perak,2022-06-01,01,137.6
Perak,2022-07-01,01,138.4
Perak,2022-08-01,01,139
Perak,2022-09-01,01,139.3
Perak,2022-10-01,01,139.9
Perak,2022-11-01,01,140.9
Perak,2022-12-01,01,141.6
Perak,2023-01-01,01,142.5
Perak,2023-02-01,01,143.4
Perak,2023-03-01,01,143.7
Perak,2023-04-01,01,143.5
Perak,2023-05-01,01,144.1
Perak,2023-06-01,01,144.1
Perak,2023-07-01,01,144.6
Perak,2023-08-01,01,144.6
Perak,2023-09-01,01,144.6
Perak,2023-10-01,01,144.6
Perak,2023-11-01,01,144.4
Perak,2023-12-01,01,144.7
Perak,2024-01-01,01,144.3
Perak,2024-02-01,01,144.7
Perak,2024-03-01,01,144.5
Perak,2024-04-01,01,144.3
Perak,2024-05-01,01,144.7
Perak,2024-06-01,01,144.8
Perak,2024-07-01,01,144.5
Perak,2024-08-01,01,144.5
Perlis,2016-08-01,01,116
Perlis,2016-09-01,01,115.4
Perlis,2016-10-01,01,115.1
Perlis,2016-11-01,01,116.2
Perlis,2016-12-01,01,118.4
Perlis,2017-01-01,01,120.6
Perlis,2017-02-01,01,121.3
Perlis,2017-03-01,01,120.3
Perlis,2017-04-01,01,120.2
Perlis,2017-05-01,01,120.6
Perlis,2017-06-01,01,121.1
Perlis,2017-07-01,01,120.3
Perlis,2017-08-01,01,121.3
